"DSDATA","SOMEID","ORDER","RECOMMENDATIONOFFERID"
"","37765079","8","37764772"
"","37765079","9","37764774"
"","37765079","10","37764773"
"","37765079","11","37764784"
"","37765079","12","37764787"
"","37765079","13","37764804"
"","37765079","14","37764792"
"","37765079","15","37764769"
"","37765079","16","37764806"
"","37765079","17","37764803"
"","37765079","18","37764756"
"","37765079","19","37764758"
"","37765079","20","37764775"
"","37765079","21","37764797"
"","37765079","22","37764809"
"","37765079","23","37764789"
"","37765079","24","37764782"
"","37765079","25","37764768"
"","37765079","26","37764781"
"","37765079","27","37764766"
"","37765079","28","37764802"
"","37765079","29","37764780"
"","37765080","0","37765593"
"","37765080","1","37764796"
"","37765080","2","37764794"
"","37765080","3","37764785"
"","37765080","4","37764771"
"","37765080","5","37764770"
"","37765080","6","37764786"
"","37765080","7","37764805"
"","37765080","8","37764772"
"","37765080","9","37764774"
"","37765080","10","37764773"
"","37765080","11","37764784"
"","37765080","12","37764787"
"","37765080","13","37764804"
"","37765080","14","37764792"
"","37765080","15","37764769"
"","37765080","16","37764806"
"","37765080","17","37764803"
"","37765080","18","37764756"
"","37765080","19","37764758"
"","37765080","20","37764775"
"","37765080","21","37764797"
"","37765080","22","37764809"
"","37765080","23","37764789"
"","37765080","24","37764782"
"","37765080","25","37764768"
"","37765080","26","37764781"
"","37765080","27","37764766"
"","37765080","28","37764802"
"","37765080","29","37764780"
"","37765081","0","37765593"
"","37765081","1","37764796"
"","37765081","2","37764794"
"","37765081","3","37764785"
"","37765081","4","37764771"
"","37765081","5","37764770"
"","37765081","6","37764786"
"","37765081","7","37764805"
"","37765081","8","37764772"
"","37765081","9","37764774"
"","37765081","10","37764773"
"","37765081","11","37764784"
"","37765081","12","37764787"
"","37765081","13","37764804"
"","37765081","14","37764792"
"","37765081","15","37764769"
"","37765081","16","37764806"
"","37765081","17","37764803"
"","37765081","18","37764756"
"","37765081","19","37764758"
"","37765081","20","37764775"
"","37765081","21","37764797"
"","37765081","22","37764809"
"","37765081","23","37764789"
"","37765081","24","37764782"
"","37765081","25","37764768"
"","37765081","26","37764781"
"","37765081","27","37764766"
"","37765081","28","37764802"
"","37765081","29","37764780"
"","37765082","0","37765593"
"","37765082","1","37764796"
"","37765082","2","37764794"
"","37765082","3","37764785"
"","37765082","4","37764771"
"","37765082","5","37764770"
"","37765082","6","37764786"
"","37765082","7","37764805"
"","37765082","8","37764772"
"","37765082","9","37764774"
"","37765082","10","37764773"
"","37765082","11","37764784"
"","37765082","12","37764787"
"","37765082","13","37764804"
"","37765082","14","37764792"
"","37765082","15","37764769"
"","37765082","16","37764806"
"","37765082","17","37764803"
"","37765082","18","37764756"
"","37765082","19","37764758"
"","37765082","20","37764775"
"","37765082","21","37764797"
"","37765082","22","37764809"
"","37765082","23","37764789"
"","37765082","24","37764782"
"","37765082","25","37764768"
"","37765082","26","37764781"
"","37765082","27","37764766"
"","37765082","28","37764802"
"","37765082","29","37764780"
"","37765083","0","37765593"
"","37765083","1","37764796"
"","37765083","2","37764794"
"","37765083","3","37764785"
"","37765083","4","37764771"
"","37765083","5","37764770"
"","37765083","6","37764786"
"","37765083","7","37764805"
"","37765083","8","37764772"
"","37765083","9","37764774"
"","37765083","10","37764773"
"","37765083","11","37764784"
"","37765083","12","37764787"
"","37765083","13","37764804"
"","37765083","14","37764792"
"","37765083","15","37764769"
"","37765083","16","37764806"
"","37765083","17","37764803"
"","37765083","18","37764756"
"","37765083","19","37764758"
"","37765083","20","37764775"
"","37765083","21","37764797"
"","37765083","22","37764809"
"","37765083","23","37764789"
"","37765083","24","37764782"
"","37765083","25","37764768"
"","37765083","26","37764781"
"","37765083","27","37764766"
"","37765083","28","37764802"
"","37765083","29","37764780"
"","37765084","0","37765593"
"","37765084","1","37764785"
"","37765084","2","37764771"
"","37765084","3","37764770"
"","37765084","4","37764786"
"","37765084","5","37764772"
"","37765084","6","37764796"
"","37765084","7","37764794"
"","37765084","8","37764805"
"","37765084","9","37764774"
"","37765084","10","37764773"
"","37765084","11","37764784"
"","37765084","12","37764787"
"","37765084","13","37764804"
"","37765084","14","37764792"
"","37765084","15","37764769"
"","37765084","16","37764806"
"","37765084","17","37764803"
"","37765084","18","37764756"
"","37765084","19","37764758"
"","37765084","20","37764775"
"","37765084","21","37764797"
"","37765084","22","37764789"
"","37765084","23","37764809"
"","37765084","24","37764782"
"","37765084","25","37764768"
"","37765084","26","37764781"
"","37765084","27","37764766"
"","37765084","28","37764802"
"","37765084","29","37764780"
"","37765085","0","37765593"
"","37765085","1","37764796"
"","37765085","2","37764794"
"","37765085","3","37764785"
"","37765085","4","37764771"
"","37765085","5","37764770"
"","37765085","6","37764786"
"","37765085","7","37764805"
"","37765085","8","37764772"
"","37765085","9","37764774"
"","37765085","10","37764773"
"","37765085","11","37764784"
"","37765085","12","37764787"
"","37765085","13","37764804"
"","37765085","14","37764792"
"","37765085","15","37764769"
"","37765085","16","37764806"
"","37765085","17","37764803"
"","37765085","18","37764756"
"","37765085","19","37764758"
"","37765085","20","37764775"
"","37765085","21","37764797"
"","37765085","22","37764809"
"","37765085","23","37764789"
"","37765085","24","37764782"
"","37765085","25","37764768"
"","37765085","26","37764781"
"","37765085","27","37764766"
"","37765085","28","37764802"
"","37765085","29","37764780"
"","37765086","0","37765593"
"","37765086","1","37764796"
"","37765086","2","37764794"
"","37765086","3","37764785"
"","37765086","4","37764771"
"","37765086","5","37764770"
"","37765086","6","37764786"
"","37765086","7","37764805"
"","37765086","8","37764772"
"","37765086","9","37764774"
"","37765086","10","37764773"
"","37765086","11","37764784"
"","37765086","12","37764787"
"","37765086","13","37764804"
"","37765086","14","37764792"
"","37765086","15","37764769"
"","37765086","16","37764806"
"","37765086","17","37764803"
"","37765086","18","37764756"
"","37765086","19","37764758"
"","37765086","20","37764775"
"","37765086","21","37764797"
"","37765086","22","37764809"
"","37765086","23","37764789"
"","37765086","24","37764782"
"","37765086","25","37764768"
"","37765086","26","37764781"
"","37765086","27","37764766"
"","37765086","28","37764802"
"","37765086","29","37764780"
"","37765087","0","37765593"
"","37765087","1","37764796"
"","37765087","2","37764794"
"","37765087","3","37764785"
"","37765087","4","37764771"
"","37765087","5","37764770"
"","37765087","6","37764786"
"","37765087","7","37764805"
"","37765087","8","37764772"
"","37765087","9","37764774"
"","37765087","10","37764773"
"","37765087","11","37764784"
"","37765087","12","37764787"
"","37765087","13","37764804"
"","37765087","14","37764792"
"","37765087","15","37764769"
"","37765087","16","37764806"
"","37765087","17","37764803"
"","37765087","18","37764756"
"","37765087","19","37764758"
"","37765087","20","37764775"
"","37765087","21","37764797"
"","37765087","22","37764809"
"","37765087","23","37764789"
"","37765087","24","37764782"
"","37765087","25","37764768"
"","37765087","26","37764781"
"","37765087","27","37764766"
"","37765087","28","37764802"
"","37765087","29","37764780"
"","37765088","0","37765593"
"","37765088","1","37764796"
"","37765088","2","37764794"
"","37765088","3","37764785"
"","37765088","4","37764771"
"","37765088","5","37764770"
"","37765088","6","37764786"
"","37765088","7","37764805"
"","37765088","8","37764772"
"","37765088","9","37764774"
"","37765088","10","37764773"
"","37765088","11","37764784"
"","37765088","12","37764787"
"","37765088","13","37764804"
"","37765088","14","37764792"
"","37765088","15","37764769"
"","37765088","16","37764806"
"","37765088","17","37764803"
"","37765088","18","37764756"
"","37765088","19","37764758"
"","37765088","20","37764775"
"","37765088","21","37764797"
"","37765088","22","37764809"
"","37765088","23","37764789"
"","37765088","24","37764782"
"","37765088","25","37764768"
"","37765088","26","37764781"
"","37765088","27","37764766"
"","37765088","28","37764802"
"","37765088","29","37764780"
"","37765089","0","37765593"
"","37765089","1","37764796"
"","37765089","2","37764794"
"","37765089","3","37764785"
"","37765089","4","37764771"
"","37765089","5","37764770"
"","37765089","6","37764786"
"","37765089","7","37764805"
"","37765089","8","37764772"
"","37765089","9","37764774"
"","37765089","10","37764773"
"","37765089","11","37764784"
"","37765089","12","37764787"
"","37765089","13","37764804"
"","37765089","14","37764792"
"","37765089","15","37764769"
"","37765089","16","37764806"
"","37765089","17","37764803"
"","37765089","18","37764756"
"","37765089","19","37764758"
"","37765089","20","37764775"
"","37765089","21","37764797"
"","37765089","22","37764809"
"","37765089","23","37764789"
"","37765089","24","37764782"
"","37765089","25","37764768"
"","37765089","26","37764781"
"","37765089","27","37764766"
"","37765089","28","37764802"
"","37765089","29","37764780"
"","37765090","0","37765593"
"","37765090","1","37764796"
"","37765090","2","37764794"
"","37765090","3","37764785"
"","37765090","4","37764771"
"","37765090","5","37764770"
"","37765090","6","37764786"
"","37765090","7","37764805"
"","37765090","8","37764772"
"","37765090","9","37764774"
"","37765090","10","37764773"
"","37765090","11","37764784"
"","37765090","12","37764787"
"","37765090","13","37764804"
"","37765090","14","37764792"
"","37765090","15","37764769"
"","37765090","16","37764806"
"","37765090","17","37764803"
"","37765090","18","37764756"
"","37765090","19","37764758"
"","37765090","20","37764775"
"","37765090","21","37764797"
"","37765090","22","37764809"
"","37765090","23","37764789"
"","37765090","24","37764782"
"","37765090","25","37764768"
"","37765090","26","37764781"
"","37765090","27","37764766"
"","37765090","28","37764802"
"","37765090","29","37764780"
"","37765091","0","37765593"
"","37765091","1","37764796"
"","37765091","2","37764794"
"","37765091","3","37764785"
"","37765091","4","37764771"
"","37765091","5","37764770"
"","37765091","6","37764786"
"","37765091","7","37764805"
"","37765091","8","37764772"
"","37765091","9","37764774"
"","37765091","10","37764773"
"","37765091","11","37764784"
"","37765091","12","37764787"
"","37765091","13","37764804"
"","37765091","14","37764792"
"","37765091","15","37764769"
"","37765091","16","37764806"
"","37765091","17","37764803"
"","37765091","18","37764756"
"","37765091","19","37764758"
"","37765091","20","37764775"
"","37765091","21","37764797"
"","37765091","22","37764809"
"","37765091","23","37764789"
"","37765091","24","37764782"
"","37765091","25","37764768"
"","37765091","26","37764781"
"","37765091","27","37764766"
"","37765091","28","37764802"
"","37765091","29","37764780"
"","37765092","0","37765593"
"","37765092","1","37764796"
"","37765092","2","37764794"
"","37765092","3","37764785"
"","37765092","4","37764771"
"","37765092","5","37764770"
"","37765092","6","37764786"
"","37765092","7","37764805"
"","37765092","8","37764772"
"","37765092","9","37764774"
"","37765092","10","37764773"
"","37765092","11","37764784"
"","37765092","12","37764787"
"","37765092","13","37764804"
"","37765092","14","37764792"
"","37765092","15","37764769"
"","37765092","16","37764806"
"","37765092","17","37764803"
"","37765092","18","37764756"
"","37765092","19","37764758"
"","37765092","20","37764775"
"","37765092","21","37764797"
"","37765092","22","37764809"
"","37765092","23","37764789"
"","37765092","24","37764782"
"","37765092","25","37764768"
"","37765092","26","37764781"
"","37765092","27","37764766"
"","37765092","28","37764802"
"","37765092","29","37764780"
"","37765093","0","37765593"
"","37765093","1","37764796"
"","37765093","2","37764794"
"","37765093","3","37764785"
"","37765093","4","37764771"
"","37765093","5","37764770"
"","37765093","6","37764786"
"","37765093","7","37764805"
"","37765093","8","37764772"
"","37765093","9","37764774"
"","37765093","10","37764773"
"","37765093","11","37764784"
"","37765093","12","37764787"
"","37765093","13","37764804"
"","37765093","14","37764792"
"","37765093","15","37764769"
"","37765093","16","37764806"
"","37765093","17","37764803"
"","37765093","18","37764756"
"","37765093","19","37764758"
"","37765093","20","37764775"
"","37765093","21","37764797"
"","37765093","22","37764809"
"","37765093","23","37764789"
"","37765093","24","37764782"
"","37765093","25","37764768"
"","37765093","26","37764781"
"","37765093","27","37764766"
"","37765093","28","37764802"
"","37765093","29","37764780"
"","37765094","0","37765593"
"","37765094","1","37764796"
"","37765094","2","37764794"
"","37765094","3","37764771"
"","37765094","4","37764785"
"","37765094","5","37764770"
"","37765094","6","37764786"
"","37765094","7","37764805"
"","37765094","8","37764772"
"","37765094","9","37764774"
"","37765094","10","37764773"
"","37765094","11","37764784"
"","37765094","12","37764787"
"","37765094","13","37764804"
"","37765094","14","37764792"
"","37765094","15","37764769"
"","37765094","16","37764806"
"","37765094","17","37764803"
"","37765094","18","37764756"
"","37765094","19","37764758"
"","37765094","20","37764775"
"","37765094","21","37764797"
"","37765094","22","37764809"
"","37765094","23","37764789"
"","37765094","24","37764782"
"","37765094","25","37764768"
"","37765094","26","37764781"
"","37765094","27","37764766"
"","37765094","28","37764802"
"","37765094","29","37764780"
"","37765095","0","37765593"
"","37765095","1","37764796"
"","37765095","2","37764794"
"","37765095","3","37764771"
"","37765095","4","37764785"
"","37765095","5","37764770"
"","37765095","6","37764786"
"","37765095","7","37764805"
"","37765095","8","37764772"
"","37765095","9","37764774"
"","37765095","10","37764773"
"","37765095","11","37764784"
"","37765095","12","37764787"
"","37765095","13","37764804"
"","37765095","14","37764792"
"","37765095","15","37764769"
"","37765095","16","37764806"
"","37765095","17","37764803"
"","37765095","18","37764756"
"","37765095","19","37764758"
"","37765095","20","37764775"
"","37765095","21","37764797"
"","37765095","22","37764809"
"","37765095","23","37764789"
"","37765095","24","37764782"
"","37765095","25","37764768"
"","37765095","26","37764781"
"","37765095","27","37764766"
"","37765095","28","37764802"
"","37765095","29","37764780"
"","37765096","0","37765593"
"","37765096","1","37764796"
"","37765096","2","37764794"
"","37765096","3","37764771"
"","37765096","4","37764785"
"","37765096","5","37764770"
"","37765096","6","37764786"
"","37765096","7","37764805"
"","37765096","8","37764772"
"","37765096","9","37764774"
"","37765096","10","37764773"
"","37765096","11","37764784"
"","37765096","12","37764787"
"","37765096","13","37764804"
"","37765096","14","37764792"
"","37765096","15","37764769"
"","37765096","16","37764806"
"","37765096","17","37764803"
"","37765096","18","37764756"
"","37765096","19","37764758"
"","37765096","20","37764775"
"","37765096","21","37764797"
"","37765096","22","37764809"
"","37765096","23","37764789"
"","37765096","24","37764782"
"","37765096","25","37764768"
"","37765096","26","37764781"
"","37765096","27","37764766"
"","37765096","28","37764802"
"","37765096","29","37764780"
"","37765097","0","37765593"
"","37765097","1","37764796"
"","37765097","2","37764794"
"","37765097","3","37764771"
"","37765097","4","37764785"
"","37765097","5","37764770"
"","37765097","6","37764786"
"","37765097","7","37764805"
"","37765097","8","37764772"
"","37765097","9","37764774"
"","37765097","10","37764773"
"","37765097","11","37764784"
"","37765097","12","37764787"
"","37765097","13","37764804"
"","37765097","14","37764792"
"","37765097","15","37764769"
"","37765097","16","37764806"
"","37765097","17","37764803"
"","37765097","18","37764756"
"","37765097","19","37764758"
"","37765097","20","37764775"
"","37765097","21","37764797"
"","37765097","22","37764809"
"","37765097","23","37764789"
"","37765097","24","37764782"
"","37765097","25","37764768"
"","37765097","26","37764781"
"","37765097","27","37764766"
"","37765097","28","37764802"
"","37765097","29","37764780"
"","37765098","0","37765593"
"","37765098","1","37764796"
"","37765098","2","37764794"
"","37765098","3","37764771"
"","37765098","4","37764785"
"","37765098","5","37764770"
"","37765098","6","37764786"
"","37765098","7","37764805"
"","37765098","8","37764772"
"","37765098","9","37764774"
"","37765098","10","37764773"
"","37765098","11","37764784"
"","37765098","12","37764787"
"","37765098","13","37764804"
"","37765098","14","37764792"
"","37765098","15","37764769"
"","37765098","16","37764806"
"","37765098","17","37764803"
"","37765098","18","37764756"
"","37765098","19","37764758"
"","37765098","20","37764775"
"","37765098","21","37764797"
"","37765098","22","37764809"
"","37765098","23","37764789"
"","37765098","24","37764782"
"","37765098","25","37764768"
"","37765098","26","37764781"
"","37765098","27","37764766"
"","37765098","28","37764802"
"","37765098","29","37764780"
"","37765099","0","37765593"
"","37765099","1","37764796"
"","37765099","2","37764794"
"","37765099","3","37764771"
"","37765099","4","37764785"
"","37765099","5","37764770"
"","37765099","6","37764786"
"","37765099","7","37764805"
"","37765099","8","37764772"
"","37765099","9","37764774"
"","37765099","10","37764773"
"","37765099","11","37764784"
"","37765099","12","37764787"
"","37765099","13","37764804"
"","37765099","14","37764792"
"","37765099","15","37764769"
"","37765099","16","37764806"
"","37765099","17","37764803"
"","37765099","18","37764756"
"","37765099","19","37764758"
"","37765099","20","37764775"
"","37765099","21","37764797"
"","37765099","22","37764809"
"","37765099","23","37764789"
"","37765099","24","37764782"
"","37765099","25","37764768"
"","37765099","26","37764781"
"","37765099","27","37764766"
"","37765099","28","37764802"
"","37765099","29","37764780"
"","37765100","0","37765593"
"","37765100","1","37764796"
"","37765100","2","37764794"
"","37765100","3","37764771"
"","37765100","4","37764785"
"","37765100","5","37764770"
"","37765100","6","37764786"
"","37765100","7","37764805"
"","37765100","8","37764772"
"","37765100","9","37764774"
"","37765100","10","37764773"
"","37765100","11","37764784"
"","37765100","12","37764787"
"","37765100","13","37764804"
"","37765100","14","37764792"
"","37765100","15","37764769"
"","37765100","16","37764806"
"","37765100","17","37764803"
"","37765100","18","37764756"
"","37765100","19","37764758"
"","37765100","20","37764775"
"","37765100","21","37764797"
"","37765100","22","37764809"
"","37765100","23","37764789"
"","37765100","24","37764782"
"","37765100","25","37764768"
"","37765100","26","37764781"
"","37765100","27","37764766"
"","37765100","28","37764802"
"","37765100","29","37764780"
"","37765101","0","37765593"
"","37765101","1","37764796"
"","37765101","2","37764794"
"","37765101","3","37764771"
"","37765101","4","37764785"
"","37765101","5","37764770"
"","37765101","6","37764786"
"","37765101","7","37764805"
"","37765101","8","37764772"
"","37765101","9","37764774"
"","37765101","10","37764773"
"","37765101","11","37764784"
"","37765101","12","37764787"
"","37765101","13","37764804"
"","37765101","14","37764792"
"","37765101","15","37764769"
"","37765101","16","37764806"
"","37765101","17","37764803"
"","37765101","18","37764756"
"","37765101","19","37764758"
"","37765101","20","37764775"
"","37765101","21","37764797"
"","37765101","22","37764809"
"","37765101","23","37764789"
"","37765101","24","37764782"
"","37765101","25","37764768"
"","37765101","26","37764781"
"","37765101","27","37764766"
"","37765101","28","37764802"
"","37765101","29","37764780"
"","37765102","0","37765593"
"","37765102","1","37764771"
"","37765102","2","37764785"
"","37765102","3","37764770"
"","37765102","4","37764786"
"","37765102","5","37764772"
"","37765102","6","37764796"
"","37765102","7","37764794"
"","37765102","8","37764805"
"","37765102","9","37764774"
"","37765102","10","37764773"
"","37765102","11","37764784"
"","37765102","12","37764787"
"","37765102","13","37764804"
"","37765102","14","37764792"
"","37765102","15","37764769"
"","37765102","16","37764806"
"","37765102","17","37764803"
"","37765102","18","37764756"
"","37765102","19","37764758"
"","37765102","20","37764775"
"","37765102","21","37764797"
"","37765102","22","37764789"
"","37765102","23","37764809"
"","37765102","24","37764782"
"","37765102","25","37764768"
"","37765102","26","37764781"
"","37765102","27","37764766"
"","37765102","28","37764802"
"","37765102","29","37764780"
"","37765103","0","37765593"
"","37765103","1","37764796"
"","37765103","2","37764794"
"","37765103","3","37764771"
"","37765103","4","37764785"
"","37765103","5","37764770"
"","37765103","6","37764786"
"","37765103","7","37764805"
"","37765103","8","37764772"
"","37765103","9","37764774"
"","37765103","10","37764773"
"","37765103","11","37764784"
"","37765103","12","37764787"
"","37765103","13","37764804"
"","37765103","14","37764792"
"","37765103","15","37764769"
"","37765103","16","37764806"
"","37765103","17","37764803"
"","37765103","18","37764756"
"","37765103","19","37764758"
"","37765103","20","37764775"
"","37765103","21","37764797"
"","37765103","22","37764809"
"","37765103","23","37764789"
"","37765103","24","37764782"
"","37765103","25","37764768"
"","37765103","26","37764781"
"","37765103","27","37764766"
"","37765103","28","37764802"
"","37765103","29","37764780"
"","37765104","0","37765593"
"","37765104","1","37764796"
"","37765104","2","37764794"
"","37765104","3","37764771"
"","37765104","4","37764785"
"","37765104","5","37764770"
"","37765104","6","37764786"
"","37765104","7","37764805"
"","37765104","8","37764772"
"","37765104","9","37764774"
"","37765104","10","37764773"
"","37765104","11","37764784"
"","37765104","12","37764787"
"","37765104","13","37764804"
"","37765104","14","37764792"
"","37765104","15","37764769"
"","37765104","16","37764806"
"","37765104","17","37764803"
"","37765104","18","37764756"
"","37765104","19","37764758"
"","37765104","20","37764775"
"","37765104","21","37764797"
"","37765104","22","37764809"
"","37765104","23","37764789"
"","37765104","24","37764782"
"","37765104","25","37764768"
"","37765104","26","37764781"
"","37765104","27","37764766"
"","37765104","28","37764802"
"","37765104","29","37764780"
"","37765105","0","37765593"
"","37765105","1","37764796"
"","37765105","2","37764794"
"","37765105","3","37764771"
"","37765105","4","37764785"
"","37765105","5","37764770"
"","37765105","6","37764786"
"","37765105","7","37764805"
"","37765105","8","37764772"
"","37765105","9","37764774"
"","37765105","10","37764773"
"","37765105","11","37764784"
"","37765105","12","37764787"
"","37765105","13","37764804"
"","37765105","14","37764792"
"","37765105","15","37764769"
"","37765105","16","37764806"
"","37765105","17","37764803"
"","37765105","18","37764756"
"","37765105","19","37764758"
"","37765105","20","37764775"
"","37765105","21","37764797"
"","37765105","22","37764809"
"","37765105","23","37764789"
"","37765105","24","37764782"
"","37765105","25","37764768"
"","37765105","26","37764781"
"","37765105","27","37764766"
"","37765105","28","37764802"
"","37765105","29","37764780"
"","37765106","0","37765593"
"","37765106","1","37764796"
"","37765106","2","37764794"
"","37765106","3","37764771"
"","37765106","4","37764785"
"","37765106","5","37764770"
"","37765106","6","37764786"
"","37765106","7","37764805"
"","37765106","8","37764772"
"","37765106","9","37764774"
"","37765106","10","37764773"
"","37765106","11","37764784"
"","37765106","12","37764787"
"","37765106","13","37764804"
"","37765106","14","37764792"
"","37765106","15","37764769"
"","37765106","16","37764806"
"","37765106","17","37764803"
"","37765106","18","37764756"
"","37765106","19","37764758"
"","37765106","20","37764775"
"","37765106","21","37764797"
"","37765106","22","37764809"
"","37765106","23","37764789"
"","37765106","24","37764782"
"","37765106","25","37764768"
"","37765106","26","37764781"
"","37765106","27","37764766"
"","37765106","28","37764802"
"","37765106","29","37764780"
"","37765107","0","37765593"
"","37765107","1","37764796"
"","37765107","2","37764794"
"","37765107","3","37764771"
"","37765107","4","37764785"
"","37765107","5","37764770"
"","37765107","6","37764786"
"","37765107","7","37764805"
"","37765107","8","37764772"
"","37765107","9","37764774"
"","37765107","10","37764773"
"","37765107","11","37764784"
"","37765107","12","37764787"
"","37765107","13","37764804"
"","37765107","14","37764792"
"","37765107","15","37764769"
"","37765107","16","37764806"
"","37765107","17","37764803"
"","37765107","18","37764756"
"","37765107","19","37764758"
"","37765107","20","37764775"
"","37765107","21","37764797"
"","37765107","22","37764809"
"","37765107","23","37764789"
"","37765107","24","37764782"
"","37765107","25","37764768"
"","37765107","26","37764781"
"","37765107","27","37764766"
"","37765107","28","37764802"
"","37765107","29","37764780"
"","37765108","0","37765593"
"","37765108","1","37764796"
"","37765108","2","37764794"
"","37765108","3","37764785"
"","37765108","4","37764771"
"","37765108","5","37764770"
"","37765108","6","37764786"
"","37765108","7","37764805"
"","37765108","8","37764772"
"","37765108","9","37764774"
"","37765108","10","37764773"
"","37765108","11","37764784"
"","37765108","12","37764787"
"","37765108","13","37764804"
"","37765108","14","37764792"
"","37765108","15","37764769"
"","37765108","16","37764806"
"","37765108","17","37764803"
"","37765108","18","37764756"
"","37765108","19","37764758"
"","37765108","20","37764775"
"","37765108","21","37764797"
"","37765108","22","37764809"
"","37765108","23","37764789"
"","37765108","24","37764782"
"","37765108","25","37764768"
"","37765108","26","37764781"
"","37765108","27","37764766"
"","37765108","28","37764802"
"","37765108","29","37764780"
"","37765109","0","37765593"
"","37765109","1","37764796"
"","37765109","2","37764794"
"","37765109","3","37764785"
"","37765109","4","37764771"
"","37765109","5","37764770"
"","37765109","6","37764786"
"","37765109","7","37764805"
"","37765109","8","37764772"
"","37765109","9","37764774"
"","37765109","10","37764773"
"","37765109","11","37764784"
"","37765109","12","37764787"
"","37765109","13","37764804"
"","37765109","14","37764792"
"","37765109","15","37764769"
"","37765109","16","37764806"
"","37765109","17","37764803"
"","37765109","18","37764756"
"","37765109","19","37764758"
"","37765109","20","37764775"
"","37765109","21","37764797"
"","37765109","22","37764809"
"","37765109","23","37764789"
"","37765109","24","37764782"
"","37765109","25","37764768"
"","37765109","26","37764781"
"","37765109","27","37764766"
"","37765109","28","37764802"
"","37765109","29","37764780"
"","37765110","0","37765593"
"","37765110","1","37764796"
"","37765110","2","37764794"
"","37765110","3","37764785"
"","37765110","4","37764771"
"","37765110","5","37764770"
"","37765110","6","37764786"
"","37765110","7","37764805"
"","37765110","8","37764772"
"","37765110","9","37764774"
"","37765110","10","37764773"
"","37765110","11","37764784"
"","37765110","12","37764787"
"","37765110","13","37764804"
"","37765110","14","37764792"
"","37765110","15","37764769"
"","37765110","16","37764806"
"","37765110","17","37764803"
"","37765110","18","37764756"
"","37765110","19","37764758"
"","37765110","20","37764775"
"","37765110","21","37764797"
"","37765110","22","37764809"
"","37765110","23","37764789"
"","37765110","24","37764782"
"","37765110","25","37764768"
"","37765110","26","37764781"
"","37765110","27","37764766"
"","37765110","28","37764802"
"","37765110","29","37764780"
"","37765111","0","37765593"
"","37765111","1","37764796"
"","37765111","2","37764794"
"","37765111","3","37764771"
"","37765111","4","37764785"
"","37765111","5","37764770"
"","37765111","6","37764786"
"","37765111","7","37764805"
"","37765111","8","37764772"
"","37765111","9","37764774"
"","37765111","10","37764773"
"","37765111","11","37764784"
"","37765111","12","37764787"
"","37765111","13","37764804"
"","37765111","14","37764792"
"","37765111","15","37764769"
"","37765111","16","37764806"
"","37765111","17","37764803"
"","37765111","18","37764756"
"","37765111","19","37764758"
"","37765111","20","37764775"
"","37765111","21","37764797"
"","37765111","22","37764809"
"","37765111","23","37764789"
"","37765111","24","37764782"
"","37765111","25","37764768"
"","37765111","26","37764781"
"","37765111","27","37764766"
"","37765111","28","37764802"
"","37765111","29","37764780"
"","37765112","0","37765593"
"","37765112","1","37764796"
"","37765112","2","37764794"
"","37765112","3","37764771"
"","37765112","4","37764785"
"","37765112","5","37764770"
"","37765112","6","37764786"
"","37765112","7","37764805"
"","37765112","8","37764772"
"","37765112","9","37764774"
"","37765112","10","37764773"
"","37765112","11","37764784"
"","37765112","12","37764787"
"","37765112","13","37764804"
"","37765112","14","37764792"
"","37765112","15","37764769"
"","37765112","16","37764806"
"","37765112","17","37764803"
"","37765112","18","37764756"
"","37765112","19","37764758"
"","37765112","20","37764775"
"","37765112","21","37764797"
"","37765112","22","37764809"
"","37765112","23","37764789"
"","37765112","24","37764782"
"","37765112","25","37764768"
"","37765112","26","37764781"
"","37765112","27","37764766"
"","37765112","28","37764802"
"","37765112","29","37764780"
"","37765113","0","37765593"
"","37765113","1","37764796"
"","37765113","2","37764794"
"","37765113","3","37764770"
"","37765113","4","37764786"
"","37765113","5","37764805"
"","37765113","6","37764772"
"","37765113","7","37764771"
"","37765113","8","37764785"
"","37765113","9","37764774"
"","37765113","10","37764773"
"","37765113","11","37764784"
"","37765113","12","37764787"
"","37765113","13","37764804"
"","37765113","14","37764792"
"","37765113","15","37764769"
"","37765113","16","37764806"
"","37765113","17","37764803"
"","37765113","18","37764756"
"","37765113","19","37764758"
"","37765113","20","37764775"
"","37765113","21","37764797"
"","37765113","22","37764809"
"","37765113","23","37764789"
"","37765113","24","37764782"
"","37765113","25","37764768"
"","37765113","26","37764781"
"","37765113","27","37764766"
"","37765113","28","37764802"
"","37765113","29","37764780"
"","37765114","0","37765593"
"","37765114","1","37764796"
"","37765114","2","37764794"
"","37765114","3","37764770"
"","37765114","4","37764771"
"","37765114","5","37764785"
"","37765114","6","37764786"
"","37765114","7","37764805"
"","37765114","8","37764772"
"","37765114","9","37764774"
"","37765114","10","37764773"
"","37765114","11","37764784"
"","37765114","12","37764787"
"","37765114","13","37764804"
"","37765114","14","37764792"
"","37765114","15","37764769"
"","37765114","16","37764806"
"","37765114","17","37764803"
"","37765114","18","37764756"
"","37765114","19","37764758"
"","37765114","20","37764775"
"","37765114","21","37764797"
"","37765114","22","37764809"
"","37765114","23","37764789"
"","37765114","24","37764782"
"","37765114","25","37764768"
"","37765114","26","37764781"
"","37765114","27","37764766"
"","37765114","28","37764802"
"","37765114","29","37764780"
"","37765115","0","37765593"
"","37765115","1","37764796"
