name,price,type,url,specifications
Аккумуляторный ударный гайковерт DeWalt DCF901P1-QW,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/112265-akkumulyatornyj-udarnyj-gajkovert-dewalt-dcf901p1-qw,"{'Максимальный крутящий момент': '500\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '1', 'Частота вращения шпинделя на холостом ходу': '2850\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '0.9\xa0кг', 'Номинальное напряжение питания': '12\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '5\xa0А⋅ч', 'Высота упаковки': '120\xa0мм', 'Гарантийный срок': '3\xa0года', 'Длина': '132\xa0мм', 'Длина упаковки': '440\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '3250\xa0уд/мин', 'Масса брутто': '3.6\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '20', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '350\xa0мм'}"
Ударный гайковерт Makita LXT без аккумулятора и ЗУ DTD156Z,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/114386-udarnyj-gajkovert-makita-lxt-bez-akkumulyatora-i-zu-dtd156z,"{'Максимальный крутящий момент': '155\xa0Н⋅м', 'Максимальный диаметр завинчиваемого шурупа/болта': '14\xa0мм', 'Тип и стандарт патрона': ""шестигранник 1/4'"", 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '2500\xa0об/мин', 'Регулировка частоты вращения': 'да', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1.2\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'картон', 'Блокировка шпинделя': 'нет', 'Вид регулировки': 'плавная, нажатием курка', 'Высота': '232\xa0мм', 'Высота упаковки': '220\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '143\xa0мм', 'Длина упаковки': '170\xa0мм', 'Дополнительная гарантия': 'нет', 'Дополнительная рукоятка': 'нет', 'Максимальная частота вращения шпинделя на холостом ходу': '2500\xa0об/мин', 'Максимальное число ударов': '3000\xa0уд/мин', 'Масса брутто': '1.3\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Минимальное число ударов': '0\xa0уд/мин', 'Посадка': ""1/4'"", 'Посадка патрона': ""шестигранник 1/4'"", 'Род тока': 'постоянный', 'Сверление с ударом': 'нет', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина': '79\xa0мм', 'Ширина упаковки': '90\xa0мм'}"
Аккумуляторный ударный гайковерт Makita TD090DWE,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/51740-akkumulyatornyj-udarnyj-gajkovert-makita-td090dwe,"{'Максимальный крутящий момент': '90\xa0Н⋅м', 'Тип и стандарт патрона': 'внутренний шестигранник 1/4""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2400\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '0.92\xa0кг', 'Номинальное напряжение питания': '10.8\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '1.3\xa0А⋅ч', 'Высота упаковки': '260\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '155\xa0мм', 'Длина упаковки': '370\xa0мм', 'Длительность зарядки аккумулятора примерная': '50\xa0мин', 'Максимальное число ударов': '3000\xa0уд/мин', 'Масса брутто': '2.8\xa0кг', 'Посадка': '1/4""', 'Размер крепежа,М': '5;12', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, вставной', 'Ширина упаковки': '105\xa0мм'}"
Аккумуляторный ударный гайковерт Bosch GDR 12V-105 Professional Solo (0 601 9A6 901),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/99954-akkumulyatornyj-udarnyj-gajkovert-bosch-gdr-12v-105-professional-solo-0-601-9a6-901,"{'Максимальный крутящий момент': '105\xa0Н⋅м', 'Тип и стандарт патрона': 'внутренний шестигранник 1/4""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '2600\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1\xa0кг', 'Номинальное напряжение питания': '10.8\xa0В', 'Упаковка': 'картон', 'Высота упаковки': '78\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина упаковки': '330\xa0мм', 'Дополнительная гарантия': '2 года (при регистрации на сайте)', 'Максимальное число ударов': '3100\xa0уд/мин', 'Масса брутто': '1.2\xa0кг', 'Посадка': '1/4""', 'Размер крепежа,М': '4;12', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, вставной', 'Ширина упаковки': '210\xa0мм'}"
Аккумуляторный ударный гайковерт Metabo SSW 18 LTX 400 BL Cordless Impact Wrench (602205650),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/105132-akkumulyatornyj-udarnyj-gajkovert-metabo-ssw-18-ltx-400-bl-cordless-impact-wrench-602205650,"{'Максимальный крутящий момент': '400\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2150\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '1.9\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '5.2\xa0А⋅ч', 'Высота упаковки': '317\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина упаковки': '395\xa0мм', 'Длительность зарядки аккумулятора примерная': '90\xa0мин', 'Дополнительная гарантия': '2 года (при регистрации на сайте)', 'Максимальное число ударов': '4250\xa0уд/мин', 'Масса брутто': '4.4\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '20', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '120\xa0мм'}"
Гайковерт аккумуляторный 3/4' Bosch GDS 18V-1050 H Professional (0 601 9J8 500),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/109352-gajkovert-akkumulyatornyj-3-4-bosch-gds-18v-1050-h-professional-0-601-9j8-500,"{'Максимальный крутящий момент': '1700\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 3/4""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '1750\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '3.2\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'картон', 'Высота': '222\xa0мм', 'Высота упаковки': '97\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '240\xa0мм', 'Длина упаковки': '287\xa0мм', 'Дополнительная гарантия': '2 года (при регистрации на сайте)', 'Максимальное число ударов': '2600\xa0уд/мин', 'Масса брутто': '4.6\xa0кг', 'Посадка': '3/4""', 'Размер крепежа,М': '24', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '266\xa0мм'}"
Аккумуляторный ударный гайковерт Makita DTD153Z,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/114387-akkumulyatornyj-udarnyj-gajkovert-makita-dtd153z,"{'Максимальный крутящий момент': '170\xa0Н⋅м', 'Максимальный диаметр завинчиваемого шурупа/болта': '16\xa0мм', 'Тип и стандарт патрона': ""шестигранник 1/4'"", 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '3400\xa0об/мин', 'Регулировка частоты вращения': 'да', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '1.1\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'картон', 'Блокировка шпинделя': 'нет', 'Вид регулировки': 'плавная, нажатием курка', 'Высота': '220\xa0мм', 'Высота упаковки': '79\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '126\xa0мм', 'Длина упаковки': '249\xa0мм', 'Дополнительная гарантия': 'нет', 'Дополнительная рукоятка': 'нет', 'Максимальная частота вращения шпинделя на холостом ходу': '3400\xa0об/мин', 'Максимальное число ударов': '3600\xa0уд/мин', 'Масса брутто': '1.2\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Минимальное число ударов': '0\xa0уд/мин', 'Посадка': ""1/4'"", 'Размер крепежа,М': '5;16', 'Род тока': 'постоянный', 'Сверление с ударом': 'нет', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина': '79\xa0мм', 'Ширина упаковки': '168\xa0мм'}"
Аккумуляторный гайковерт Makita DTD171Z,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/114388-akkumulyatornyj-gajkovert-makita-dtd171z,"{'Максимальный крутящий момент': '180\xa0Н⋅м', 'Тип и стандарт патрона': ""шестигранник 1/4'"", 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '3600\xa0об/мин', 'Регулировка частоты вращения': 'да', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '1\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'картон', 'Вид регулировки': 'плавная, нажатием курка', 'Высота упаковки': '155\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '116\xa0мм', 'Длина упаковки': '213\xa0мм', 'Дополнительная гарантия': 'нет', 'Дополнительная рукоятка': 'нет', 'Максимальная частота вращения шпинделя на холостом ходу': '3600\xa0об/мин', 'Максимальное число ударов': '3800\xa0уд/мин', 'Масса брутто': '1.2\xa0кг', 'Минимальная частота вращения': '0\xa0об/мин', 'Минимальное число ударов': '0\xa0уд/мин', 'Размер крепежа,М': '4;8', 'Род тока': 'постоянный', 'Сверление с ударом': 'нет', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '93\xa0мм'}"
Аккумуляторный ударный гайковерт Metabo SSW 18 LTX 400 BL (602205500),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/59100-akkumulyatornyj-udarnyj-gajkovert-metabo-ssw-18-ltx-400-bl-602205500,"{'Максимальный крутящий момент': '400\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2150\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '1.9\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '4\xa0А⋅ч', 'Высота упаковки': '315\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина упаковки': '390\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Дополнительная гарантия': 'до 3 лет (при регистрации на сайте)', 'Максимальное число ударов': '4250\xa0уд/мин', 'Масса брутто': '4.4\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '20', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '105\xa0мм'}"
Ударный аккумуляторный гайковерт PATRIOT BR 180Li-1/2 (180301140) ,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/97727-udarnyj-akkumulyatornyj-gajkovert-patriot-br-180li-1-2-180301140,"{'Максимальный крутящий момент': '140\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2400\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1.7\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '1.5\xa0А⋅ч', 'Высота': '125\xa0мм', 'Высота упаковки': '115\xa0мм', 'Гарантийный срок': '2\xa0года', 'Длина': '330\xa0мм', 'Длина упаковки': '385\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '3000\xa0уд/мин', 'Масса брутто': '3.4\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '4;12', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '325\xa0мм'}"
Гайковерт ударный  аккумуляторный Patriot BR 360UES 1/2 (180301561),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/104036-gajkovert-udarnyj-akkumulyatornyj-patriot-br-360ues-1-2-180301561,"{'Максимальный крутящий момент': '450\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2000\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '2\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '2\xa0А⋅ч', 'Высота упаковки': '110\xa0мм', 'Гарантийный срок': '2\xa0года', 'Длина упаковки': '310\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '3200\xa0уд/мин', 'Масса брутто': '2.5\xa0кг', 'Посадка': '1/2""', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '370\xa0мм'}"
Импульсный гайковерт DEWALT 18.0 В XR DCF894P2-QW,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/104344-impulsnyj-gajkovert-dewalt-18-0-v-xr-dcf894p2-qw,"{'Максимальный крутящий момент': '450\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2300\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '2\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '5\xa0А⋅ч', 'Высота упаковки': '155\xa0мм', 'Гарантийный срок': '3\xa0года', 'Длина упаковки': '445\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '2700\xa0уд/мин', 'Масса брутто': '5.9\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '18', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '345\xa0мм'}"
Аккумуляторный ударный гайковерт Bosch GDR 120-LI Professional (0 601 9F0 000),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/86390-akkumulyatornyj-udarnyj-gajkovert-bosch-gdr-120-li-professional-0-601-9f0-000,"{'Максимальный крутящий момент': '100\xa0Н⋅м', 'Тип и стандарт патрона': 'внутренний шестигранник 1/4""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '2600\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1.05\xa0кг', 'Номинальное напряжение питания': '12\xa0В', 'Упаковка': 'картон', 'Высота упаковки': '170\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '166\xa0мм', 'Длина упаковки': '219\xa0мм', 'Дополнительная гарантия': 'до 3 лет (при регистрации на сайте)', 'Максимальное число ударов': '3300\xa0уд/мин', 'Масса брутто': '1.42\xa0кг', 'Посадка': '1/4""', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, вставной', 'Ширина упаковки': '103\xa0мм'}"
Аккумуляторный гайковерт Milwaukee M18 FMTIWF12-502X FUEL (4933459185),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/111302-akkumulyatornyj-gajkovert-milwaukee-m18-fmtiwf12-502x-fuel-4933459185,"{'Максимальный крутящий момент': '610\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2400\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '2.5\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '5\xa0А⋅ч', 'Высота упаковки': '157\xa0мм', 'Длина': '170\xa0мм', 'Длина упаковки': '480\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '3000\xa0уд/мин', 'Масса брутто': '6.8\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '20', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '380\xa0мм'}"
Гайковерт аккумуляторный DEWALT 18В XR 3/4'' (DCF897N-XJ),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/113052-gajkovert-akkumulyatornyj-dewalt-18v-xr-3-4-dcf897n-xj,"{'Максимальный крутящий момент': '950\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 3/4""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '1900\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'картон', 'Высота упаковки': '107\xa0мм', 'Гарантийный срок': '3\xa0года', 'Длина упаковки': '270\xa0мм', 'Максимальное число ударов': '2400\xa0уд/мин', 'Масса брутто': '3\xa0кг', 'Посадка': 'посадочный квадрат 3/4', 'Размер крепежа,М': '10;20', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '249\xa0мм'}"
Гайковерт ударный Makita XGT BL TW001GM201,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/114163-gajkovert-udarnyj-makita-xgt-bl-tw001gm201,"{'Максимальный крутящий момент': '1800\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 3/4""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '1800\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '3.9\xa0кг', 'Номинальное напряжение питания': '40\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '4\xa0А⋅ч', 'Высота упаковки': '540\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина упаковки': '330\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '2500\xa0уд/мин', 'Масса брутто': '10\xa0кг', 'Посадка': '3/4""', 'Размер крепежа,М': '12;36', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '440\xa0мм'}"
Аккумуляторный ударный гайковерт Metabo SSW 18 LTX 600 (602198500),no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/59099-akkumulyatornyj-udarnyj-gajkovert-metabo-ssw-18-ltx-600-602198500,"{'Максимальный крутящий момент': '600\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '1600\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '3.1\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '4\xa0А⋅ч', 'Высота упаковки': '110\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина упаковки': '320\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Дополнительная гарантия': 'до 3 лет (при регистрации на сайте)', 'Максимальное число ударов': '2200\xa0уд/мин', 'Масса брутто': '5.6\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '22', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '390\xa0мм'}"
Винтоверт PATRIOT BR 180Li 1/4 (180301585) ,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/97839-vintovert-patriot-br-180li-1-4-180301585,"{'Максимальный крутящий момент': '180\xa0Н⋅м', 'Тип и стандарт патрона': 'внутренний шестигранник 1/4""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2400\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1.5\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '1.5\xa0А⋅ч', 'Высота': '111\xa0мм', 'Высота упаковки': '240\xa0мм', 'Гарантийный срок': '3\xa0года', 'Длина': '380\xa0мм', 'Длина упаковки': '380\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '3000\xa0уд/мин', 'Масса брутто': '3.7\xa0кг', 'Посадка': '1/4""', 'Размер крепежа,М': '18', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '111\xa0мм'}"
Аккумуляторный гайковерт Makita DTW1002Z,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/114384-akkumulyatornyj-gajkovert-makita-dtw1002z,"{'Максимальный крутящий момент': '1000\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '1800\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'вентильный (бесщеточный)', 'Масса нетто': '3.3\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'картон', 'Высота упаковки': '262\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '229\xa0мм', 'Длина упаковки': '208\xa0мм', 'Дополнительная гарантия': 'нет', 'Максимальное число ударов': '2200\xa0уд/мин', 'Масса брутто': '2.3\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '12;30', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '114\xa0мм'}"
"Аккумуляторный ударный гайковерт 1/2"" Makita DTW250RME",no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/83490-akkumulyatornyj-udarnyj-gajkovert-1-2-makita-dtw250rme,"{'Максимальный крутящий момент': '230\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '2', 'Частота вращения шпинделя на холостом ходу': '2200\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1.6\xa0кг', 'Номинальное напряжение питания': '14.4\xa0В', 'Упаковка': 'кейс', 'Ёмкость аккумулятора': '4\xa0А⋅ч', 'Высота упаковки': '320\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '165\xa0мм', 'Длина упаковки': '420\xa0мм', 'Длительность зарядки аккумулятора примерная': '60\xa0мин', 'Максимальное число ударов': '3200\xa0уд/мин', 'Масса брутто': '5.17\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '10;16', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '140\xa0мм'}"
Аккумуляторный ударный гайковерт Makita DTW190Z ,no price,Аккумуляторные гайковёрты,https://www.enkor24.ru/product/92091-akkumulyatornyj-udarnyj-gajkovert-makita-dtw190z,"{'Максимальный крутящий момент': '190\xa0Н⋅м', 'Тип и стандарт патрона': 'наружный четырёхгранник 1/2""', 'Тип аккумулятора': 'li-ion', 'Реверс': 'да', 'Количество аккумуляторов в комплекте': '0', 'Частота вращения шпинделя на холостом ходу': '2300\xa0об/мин', 'Подсветка рабочей зоны': 'да', 'Назначение': 'проф.', 'Тип электродвигателя': 'коллекторный', 'Масса нетто': '1.2\xa0кг', 'Номинальное напряжение питания': '18\xa0В', 'Упаковка': 'картон', 'Высота': '237\xa0мм', 'Высота упаковки': '95\xa0мм', 'Гарантийный срок': '1\xa0год', 'Длина': '176\xa0мм', 'Длина упаковки': '215\xa0мм', 'Максимальное число ударов': '3000\xa0уд/мин', 'Масса брутто': '1.4\xa0кг', 'Посадка': '1/2""', 'Размер крепежа,М': '8;16', 'Род тока': 'постоянный', 'Тип компоновки аккумулятора': 'съёмный, слайдер', 'Ширина упаковки': '195\xa0мм'}"
